Region,Variable,Category,Base_Value,Exp_2pct,Exp_5pct,Exp_10pct,Chg_2pct,Chg_5pct,Chg_10pct,PctChg_2pct,PctChg_5pct,PctChg_10pct
CYP,SAVE,Welfare,2069.7246,2069.3740,2068.8958,2068.1895,-0.3506,-0.8289,-1.5352,-0.016939,-0.040047,-0.074172
CZE,SAVE,Welfare,-112921.8750,-112668.8750,-112322.0156,-111810.5078,253.0000,599.8594,1111.3672,-0.224049,-0.531216,-0.984191
DEU,SAVE,Welfare,24665.8281,24665.5469,24665.1484,24664.5391,-0.2812,-0.6797,-1.2891,-0.001140,-0.002756,-0.005226
DNK,SAVE,Welfare,28692.8750,28692.5938,28692.1875,28691.5684,-0.2812,-0.6875,-1.3066,-0.000980,-0.002396,-0.004554
ESP,SAVE,Welfare,1577.4219,1577.4825,1577.5669,1577.6914,0.0607,0.1450,0.2695,0.003846,0.009193,0.017087
EST,SAVE,Welfare,7870.5781,7870.4907,7870.3413,7870.0503,-0.0874,-0.2368,-0.5278,-0.001110,-0.003009,-0.006706
FIN,SAVE,Welfare,2981.2734,2980.8965,2980.3315,2979.4014,-0.3770,-0.9419,-1.8721,-0.012644,-0.031594,-0.062794
FRA,SAVE,Welfare,-112.6250,-112.5668,-112.4870,-112.3693,0.0582,0.1380,0.2557,-0.051660,-0.122551,-0.227056
GBR,SAVE,Welfare,21918.7188,21919.3828,21920.2695,21921.4434,0.6641,1.5508,2.7246,0.003030,0.007075,0.012431
GRC,SAVE,Welfare,513.1602,513.0690,512.9453,512.7619,-0.0911,-0.2149,-0.3983,-0.017758,-0.041879,-0.077608
HKG,SAVE,Welfare,14696.7109,14697.3848,14698.3213,14699.7002,0.6738,1.6104,2.9893,0.004585,0.010957,0.020340
HRV,SAVE,Welfare,3939.8750,3939.2839,3938.4722,3937.2737,-0.5911,-1.4028,-2.6013,-0.015002,-0.035606,-0.066025
HUN,SAVE,Welfare,-23891.8281,-23891.8789,-23891.8418,-23891.5996,-0.0508,-0.0137,0.2285,0.000213,0.000057,-0.000956
IDN,SAVE,Welfare,27500.6875,27501.3652,27502.3281,27503.7988,0.6777,1.6406,3.1113,0.002464,0.005966,0.011314
IND,SAVE,Welfare,83997.4062,84001.8203,84007.8984,84016.9688,4.4141,10.4922,19.5625,0.005255,0.012491,0.023289
IRL,SAVE,Welfare,793.6689,793.7125,793.7720,793.8602,0.0435,0.1030,0.1913,0.005483,0.012981,0.024101
ITA,SAVE,Welfare,4225.4688,4225.5903,4225.7563,4225.9932,0.1216,0.2876,0.5244,0.002877,0.006806,0.012411
JPN,SAVE,Welfare,137487.4688,137493.8438,137502.7500,137515.9531,6.3750,15.2812,28.4844,0.004637,0.011115,0.020718
KOR,SAVE,Welfare,-110178.5000,-110188.2969,-110201.9297,-110222.2734,-9.7969,-23.4297,-43.7734,0.008892,0.021265,0.039730
LTU,SAVE,Welfare,-565.2051,-565.2178,-565.2352,-565.2581,-0.0127,-0.0301,-0.0530,0.002246,0.005324,0.009384
LUX,SAVE,Welfare,640.9541,640.9788,641.0117,641.0594,0.0247,0.0576,0.1053,0.003847,0.008980,0.016426
LVA,SAVE,Welfare,-2929.7383,-2929.7642,-2929.7969,-2929.8408,-0.0259,-0.0586,-0.1025,0.000883,0.002000,0.003500
MENA,SAVE,Welfare,434911.6250,434924.9375,434943.1562,434970.4062,13.3125,31.5312,58.7812,0.003061,0.007250,0.013516
MEX,SAVE,Welfare,-11088.5273,-11088.4648,-11088.3584,-11088.2129,0.0625,0.1689,0.3145,-0.000564,-0.001524,-0.002836
MLT,SAVE,Welfare,11414.2852,11414.8496,11415.5996,11416.6807,0.5645,1.3145,2.3955,0.004945,0.011516,0.020987
MYS,SAVE,Welfare,54312.8750,54315.2852,54318.5859,54323.5156,2.4102,5.7109,10.6406,0.004438,0.010515,0.019591
NGA,SAVE,Welfare,974.3311,974.3644,974.4105,974.4789,0.0334,0.0795,0.1478,0.003427,0.008156,0.015172
NLD,SAVE,Welfare,-2140.4473,-2140.6060,-2140.8306,-2141.1685,-0.1587,-0.3833,-0.7212,0.007414,0.017908,0.033693
NOR,SAVE,Welfare,4523.6523,4523.8496,4524.1167,4524.4922,0.1973,0.4644,0.8398,0.004361,0.010265,0.018566
NZL,SAVE,Welfare,-1785.0649,-1785.1135,-1785.1824,-1785.2880,-0.0486,-0.1174,-0.2230,0.002722,0.006579,0.012494
Oth_E_Asia,SAVE,Welfare,9294.0625,9294.4443,9294.9756,9295.7734,0.3818,0.9131,1.7109,0.004108,0.009824,0.018409
Oth_Eurorpe,SAVE,Welfare,396351.3125,396373.6250,396404.4688,396450.4375,22.3125,53.1562,99.1250,0.005629,0.013411,0.025009
Oth_S_Asia,SAVE,Welfare,157760.2188,157765.1094,157772.0000,157782.1250,4.8906,11.7812,21.9062,0.003100,0.007468,0.013886
Oth_S_Euro,SAVE,Welfare,-158623.2812,-158633.8750,-158648.5469,-158670.5156,-10.5938,-25.2656,-47.2344,0.006679,0.015928,0.029778
PAK,SAVE,Welfare,2065.0469,2065.1831,2065.3726,2065.6536,0.1362,0.3257,0.6067,0.006597,0.015771,0.029379
PHL,SAVE,Welfare,15348.3984,15349.2363,15350.3887,15352.1045,0.8379,1.9902,3.7061,0.005459,0.012967,0.024146
POL,SAVE,Welfare,-521.1320,-521.1281,-521.1235,-521.1155,0.0039,0.0084,0.0164,-0.000750,-0.001616,-0.003151
PRT,SAVE,Welfare,4947.5781,4947.9634,4948.4980,4949.2832,0.3853,0.9199,1.7051,0.007787,0.018593,0.034463
ARG,EVOA_Land,Factors,8696.9502,8694.7383,8691.6758,8687.1152,-2.2119,-5.2744,-9.8350,-0.025433,-0.060647,-0.113085
AUS,EVOA_Land,Factors,1514.7618,1514.5028,1514.1898,1513.8202,-0.2590,-0.5720,-0.9417,-0.017101,-0.037763,-0.062165
AUT,EVOA_Land,Factors,40348.4180,40332.7148,40311.1445,40279.3477,-15.7031,-37.2734,-69.0703,-0.038919,-0.092379,-0.171185
BEL,EVOA_Land,Factors,9393.5605,9391.2051,9387.9541,9383.0918,-2.3555,-5.6064,-10.4688,-0.025075,-0.059684,-0.111446
BGD,EVOA_Land,Factors,703.6597,703.4479,703.1547,702.7166,-0.2117,-0.5050,-0.9431,-0.030090,-0.071768,-0.134021
BGR,EVOA_Land,Factors,27.3874,27.3826,27.3761,27.3664,-0.0048,-0.0113,-0.0210,-0.017383,-0.041208,-0.076580
BRA,EVOA_Land,Factors,449.3531,449.3206,449.2756,449.2086,-0.0326,-0.0775,-0.1445,-0.007246,-0.017243,-0.032164
CAN,EVOA_Land,Factors,999.3927,998.7640,997.9023,996.6321,-0.6287,-1.4904,-2.7606,-0.062904,-0.149132,-0.276224
CHE,EVOA_Land,Factors,970.1752,969.4633,968.4797,967.0109,-0.7119,-1.6954,-3.1642,-0.073374,-0.174756,-0.326152
CHL,EVOA_Land,Factors,12554.3047,12551.4609,12547.5391,12541.6914,-2.8438,-6.7656,-12.6133,-0.022652,-0.053891,-0.100470
CHN,EVOA_Land,Factors,2255.3655,2254.5154,2253.3325,2251.5566,-0.8501,-2.0330,-3.8088,-0.037692,-0.090139,-0.168879
CYP,EVOA_Land,Factors,996.2848,996.1764,996.0242,995.7928,-0.1084,-0.2606,-0.4920,-0.010880,-0.026153,-0.049384
CZE,EVOA_Land,Factors,10538.1719,10598.6309,10682.6064,10808.7344,60.4590,144.4346,270.5625,0.573714,1.370585,2.567452
DEU,EVOA_Land,Factors,4206.3984,4205.6987,4204.7314,4203.2998,-0.6997,-1.6670,-3.0986,-0.016634,-0.039630,-0.073665
DNK,EVOA_Land,Factors,2309.6089,2308.4524,2306.8699,2304.5383,-1.1565,-2.7390,-5.0706,-0.050073,-0.118592,-0.219542
ESP,EVOA_Land,Factors,57.9010,57.8812,57.8539,57.8131,-0.0197,-0.0470,-0.0878,-0.034108,-0.081247,-0.151656
EST,EVOA_Land,Factors,4522.9956,4522.4668,4521.7671,4520.7959,-0.5288,-1.2285,-2.1997,-0.011692,-0.027162,-0.048634
FIN,EVOA_Land,Factors,1583.6942,1584.1060,1584.7588,1585.9087,0.4117,1.0646,2.2145,0.025999,0.067221,0.139830
FRA,EVOA_Land,Factors,1122.3099,1123.2128,1124.4564,1126.3062,0.9028,2.1465,3.9962,0.080444,0.191256,0.356071
GBR,EVOA_Land,Factors,1570.1685,1569.7882,1569.2770,1568.5460,-0.3802,-0.8915,-1.6224,-0.024217,-0.056776,-0.103329
GRC,EVOA_Land,Factors,863.0099,862.6986,862.2706,861.6378,-0.3113,-0.7393,-1.3722,-0.036076,-0.085667,-0.159001
HKG,EVOA_Land,Factors,2296.9312,2296.3406,2295.5244,2294.3066,-0.5906,-1.4067,-2.6245,-0.025712,-0.061244,-0.114262
HRV,EVOA_Land,Factors,7128.8818,7127.7783,7126.2686,7124.0610,-1.1035,-2.6133,-4.8208,-0.015480,-0.036658,-0.067624
HUN,EVOA_Land,Factors,2366.9023,2366.6936,2366.4033,2365.9585,-0.2087,-0.4990,-0.9438,-0.008819,-0.021083,-0.039877
IDN,EVOA_Land,Factors,3175.1431,3173.6235,3171.5161,3168.3606,-1.5195,-3.6270,-6.7825,-0.047857,-0.114230,-0.213611
IND,EVOA_Land,Factors,2261.6755,2260.8596,2259.7319,2258.0520,-0.8159,-1.9436,-3.6235,-0.036076,-0.085936,-0.160215
IRL,EVOA_Land,Factors,99.5732,99.5324,99.4765,99.3942,-0.0409,-0.0968,-0.1790,-0.041046,-0.097186,-0.179814
ITA,EVOA_Land,Factors,888.4733,888.2075,887.8442,887.3100,-0.2657,-0.6291,-1.1633,-0.029911,-0.070806,-0.130929
JPN,EVOA_Land,Factors,886.6584,886.1879,885.5399,884.5790,-0.4705,-1.1186,-2.0795,-0.053067,-0.126158,-0.234529
KOR,EVOA_Land,Factors,7360.6040,7357.3335,7352.8091,7346.0625,-3.2705,-7.7949,-14.5415,-0.044433,-0.105901,-0.197559
LTU,EVOA_Land,Factors,560.2053,560.0573,559.8550,559.5571,-0.1480,-0.3503,-0.6482,-0.026421,-0.062527,-0.115706
LUX,EVOA_Land,Factors,373.1734,373.0745,372.9402,372.7451,-0.0989,-0.2332,-0.4283,-0.026504,-0.062495,-0.114768
LVA,EVOA_Land,Factors,2064.6060,2064.1895,2063.6162,2062.7683,-0.4165,-0.9897,-1.8376,-0.020174,-0.047939,-0.089007
MENA,EVOA_Land,Factors,32120.1699,32110.6855,32097.5996,32078.1016,-9.4844,-22.5703,-42.0684,-0.029528,-0.070268,-0.130972
MEX,EVOA_Land,Factors,310.0363,309.8350,309.5581,309.1472,-0.2013,-0.4782,-0.8891,-0.064926,-0.154253,-0.286763
MLT,EVOA_Land,Factors,376.4026,376.3626,376.3083,376.2298,-0.0400,-0.0943,-0.1728,-0.010629,-0.025045,-0.045914
MYS,EVOA_Land,Factors,5679.0732,5677.6172,5675.6030,5672.6104,-1.4561,-3.4702,-6.4629,-0.025639,-0.061105,-0.113802
NGA,EVOA_Land,Factors,920.8893,920.7854,920.6417,920.4282,-0.1039,-0.2477,-0.4611,-0.011287,-0.026896,-0.050073
NLD,EVOA_Land,Factors,259.8997,259.8625,259.8122,259.7386,-0.0372,-0.0874,-0.1610,-0.014302,-0.033641,-0.061951
NOR,EVOA_Land,Factors,1168.0638,1167.7913,1167.4272,1166.9128,-0.2726,-0.6366,-1.1510,-0.023336,-0.054500,-0.098539
NZL,EVOA_Land,Factors,125.4248,125.3749,125.3058,125.2026,-0.0499,-0.1190,-0.2222,-0.039782,-0.094874,-0.177120
Oth_E_Asia,EVOA_Land,Factors,732.0579,731.7199,731.2524,730.5548,-0.3380,-0.8055,-1.5031,-0.046165,-0.110030,-0.205319
Oth_Eurorpe,EVOA_Land,Factors,19231.5098,19222.9355,19211.0820,19193.4336,-8.5742,-20.4277,-38.0762,-0.044584,-0.106220,-0.197988
Oth_S_Asia,EVOA_Land,Factors,6019.6675,6017.2012,6013.7969,6008.7192,-2.4663,-5.8706,-10.9482,-0.040971,-0.097524,-0.181875
Oth_S_Euro,EVOA_Land,Factors,11144.0342,11138.2344,11130.2207,11118.2686,-5.7998,-13.8135,-25.7656,-0.052044,-0.123954,-0.231206
PAK,EVOA_Land,Factors,30.2387,30.2251,30.2064,30.1784,-0.0136,-0.0323,-0.0603,-0.044847,-0.106845,-0.199442
PHL,EVOA_Land,Factors,548.3973,548.2342,548.0088,547.6731,-0.1631,-0.3885,-0.7242,-0.029739,-0.070841,-0.132054
POL,EVOA_Land,Factors,46.6485,46.6366,46.6202,46.5959,-0.0119,-0.0283,-0.0526,-0.025538,-0.060677,-0.112727
PRT,EVOA_Land,Factors,1998.9034,1998.5300,1998.0125,1997.2323,-0.3734,-0.8910,-1.6711,-0.018681,-0.044574,-0.083603
ROU,EVOA_Land,Factors,732.0427,732.0449,732.0480,732.0514,0.0022,0.0052,0.0087,0.000300,0.000717,0.001184
ROW,EVOA_Land,Factors,0.1871,0.1871,0.1869,0.1868,-0.0001,-0.0002,-0.0004,-0.047136,-0.112188,-0.208961
RUS,EVOA_Land,Factors,368.8312,368.7238,368.5778,368.3657,-0.1074,-0.2534,-0.4656,-0.029117,-0.068708,-0.126230
